Ente,IdVigneto,Codice,NomeVigneto,Infection,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16
3.0,11711,SREPG02,Pg - Broili MolinNuovo ,Peronospora,73%,76%,79%,78%,79%,81%,66%
3.0,11731,SRECH04,Cha - MolinNuovo,Oidium,26%,29%,31%,39%,35%,43%,40%
3.0,11731,SRECH04,Cha - MolinNuovo,Peronospora,74%,71%,69%,61%,65%,57%,60%
3.0,11816,SREMT03,Mer - Vecchio MolinNuovo,Oidium,38%,31%,29%,37%,40%,40%,37%
3.0,11816,SREMT03,Mer - Vecchio MolinNuovo,Peronospora,62%,69%,71%,63%,60%,60%,63%
13.0,11819,GIGSCH01,Sch-Luciano,Oidium,25%,24%,23%,32%,36%,28%,28%
13.0,11819,GIGSCH01,Sch-Luciano,Peronospora,75%,76%,77%,68%,64%,72%,72%
3.0,11874,SRECAR03,Car - Keber MolinNuovo,Oidium,29%,30%,23%,18%,18%,25%,34%
3.0,11874,SRECAR03,Car - Keber MolinNuovo,Peronospora,71%,70%,77%,82%,82%,75%,66%
3.0,11894,SREVER03,Ver - MolinNuovo ,Oidium,29%,28%,23%,17%,19%,25%,34%
3.0,11894,SREVER03,Ver - MolinNuovo ,Peronospora,71%,72%,77%,83%,81%,75%,66%
40.0,11948,CENPN01,Pn-Piano,Oidium,39%,38%,33%,34%,40%,40%,30%
40.0,11948,CENPN01,Pn-Piano,Peronospora,61%,62%,67%,66%,60%,60%,70%
3.0,11968,SRETO02,ToFr-Gorga,Oidium,31%,40%,23%,19%,22%,30%,29%
3.0,11968,SRETO02,ToFr-Gorga,Peronospora,69%,60%,77%,81%,78%,70%,71%
3.0,12006,SRESV01,Sv-Gorga,Oidium,38%,42%,20%,18%,19%,20%,21%
3.0,12006,SRESV01,Sv-Gorga,Peronospora,62%,58%,80%,82%,81%,80%,79%
5.0,12026,SREMAL01,Mal-Licinio,Oidium,38%,42%,20%,18%,19%,20%,21%
5.0,12026,SREMAL01,Mal-Licinio,Peronospora,62%,58%,80%,82%,81%,80%,79%
13.0,12288,GIGFRI01,ToFr-Ciliegi,Oidium,39%,36%,29%,36%,40%,49%,47%
13.0,12288,GIGFRI01,ToFr-Ciliegi,Peronospora,61%,64%,71%,64%,60%,51%,53%
5.0,12338,SRETO01,ToFr-Licinio,Oidium,42%,28%,25%,27%,22%,29%,24%
5.0,12338,SRETO01,ToFr-Licinio,Peronospora,58%,72%,75%,73%,78%,71%,76%
5.0,12373,TIARIBG01,RibG-piscina,Oidium,50%,33%,25%,32%,32%,35%,29%
5.0,12373,TIARIBG01,RibG-piscina,Peronospora,50%,67%,75%,68%,68%,65%,71%
5.0,12526,TIASV01,Sv-Piscina,Oidium,46%,29%,27%,35%,34%,40%,34%
5.0,12526,TIASV01,Sv-Piscina,Peronospora,54%,71%,73%,65%,66%,60%,66%
40.0,12528,CENSV01,Sv-Piano,Oidium,31%,37%,38%,40%,39%,34%,26%
40.0,12528,CENSV01,Sv-Piano,Peronospora,69%,63%,62%,60%,61%,66%,74%
5.0,12532,TIASV02,Sv-Reka,Oidium,43%,29%,28%,33%,34%,39%,34%
5.0,12532,TIASV02,Sv-Reka,Peronospora,57%,71%,72%,67%,66%,61%,66%
13.0,12535,GIGPIG01,Pig-Soprastrada,Oidium,41%,31%,36%,37%,26%,44%,42%
13.0,12535,GIGPIG01,Pig-Soprastrada,Peronospora,59%,69%,64%,63%,74%,56%,58%
5.0,12539,TIARIBG02,RibG-Judrio,Oidium,27%,24%,27%,30%,35%,34%,32%
5.0,12539,TIARIBG02,RibG-Judrio,Peronospora,73%,76%,73%,70%,65%,66%,68%
5.0,12541,TIASCH01,Sch-Judrio sovrainnestato nel 2016,Oidium,27%,24%,27%,30%,35%,34%,32%
5.0,12541,TIASCH01,Sch-Judrio sovrainnestato nel 2016,Peronospora,73%,76%,73%,70%,65%,66%,68%
40.0,12580,CENSC01,Sch-Piano,Oidium,35%,33%,34%,35%,39%,41%,40%
40.0,12580,CENSC01,Sch-Piano,Peronospora,65%,67%,66%,65%,61%,59%,60%
5.0,12636,TIASV02,Sv-Bosco1,Oidium,34%,43%,25%,24%,29%,15%,28%
5.0,12636,TIASV02,Sv-Bosco1,Peronospora,66%,57%,75%,76%,71%,85%,72%
13.0,12707,GIGMER02,Mer-Riserva,Oidium,40%,32%,24%,20%,26%,24%,24%
13.0,12707,GIGMER02,Mer-Riserva,Peronospora,60%,68%,76%,80%,74%,76%,76%
40.0,12708,CENCS01,Csv-Piano,Oidium,25%,24%,23%,32%,35%,28%,28%
40.0,12708,CENCS01,Csv-Piano,Peronospora,75%,76%,77%,68%,65%,72%,72%
5.0,12718,TIASV03,Sau - Agrisosta,Oidium,32%,35%,35%,42%,45%,52%,41%
5.0,12718,TIASV03,Sau - Agrisosta,Peronospora,68%,65%,65%,58%,55%,48%,59%
13.0,12888,GIGFRI03,ToFr-Storico,Oidium,23%,29%,28%,37%,45%,54%,45%
13.0,12888,GIGFRI03,ToFr-Storico,Peronospora,77%,71%,72%,63%,55%,46%,55%
13.0,12927,GIGSCH04,Sch-Storico,Oidium,25%,36%,23%,20%,22%,14%,35%
13.0,12927,GIGSCH04,Sch-Storico,Peronospora,75%,64%,77%,80%,78%,86%,65%
5.0,12969,TIACAR01,Car - Moraro,Oidium,27%,31%,27%,24%,26%,23%,30%
5.0,12969,TIACAR01,Car - Moraro,Peronospora,73%,69%,73%,76%,74%,77%,70%
5.0,13046,TIACSV01,CabSau - Moraro,Oidium,24%,30%,39%,32%,27%,32%,30%
5.0,13046,TIACSV01,CabSau - Moraro,Peronospora,76%,70%,61%,68%,73%,68%,70%
5.0,13064,VRSMER06,Mer - Cantina Giasbana,Oidium,38%,36%,31%,33%,34%,33%,36%
5.0,13064,VRSMER06,Mer - Cantina Giasbana,Peronospora,62%,64%,69%,67%,66%,67%,64%
7.0,13067,VRSPB01,Pb - Giasbana,Oidium,35%,36%,28%,30%,36%,31%,35%
7.0,13067,VRSPB01,Pb - Giasbana,Peronospora,65%,64%,72%,70%,64%,69%,65%
7.0,13069,VRSPG05,Pg - Silvoz Mossa,Oidium,38%,40%,35%,32%,34%,32%,35%
7.0,13069,VRSPG05,Pg - Silvoz Mossa,Peronospora,62%,60%,65%,68%,66%,68%,65%
7.0,13092,VRSCHA06,Pg - Gradisciutta Giasbana,Oidium,23%,32%,23%,19%,24%,25%,32%
7.0,13092,VRSCHA06,Pg - Gradisciutta Giasbana,Peronospora,77%,68%,77%,81%,76%,75%,68%
7.0,13097,VRSCHA03,Cha - Collina Basso Giasbana,Oidium,25%,23%,32%,26%,21%,32%,22%
7.0,13097,VRSCHA03,Cha - Collina Basso Giasbana,Peronospora,75%,77%,68%,74%,79%,68%,78%
7.0,13102,VRSSV07,Sau - Collina Giasbana,Oidium,38%,38%,27%,21%,24%,14%,32%
7.0,13102,VRSSV07,Sau - Collina Giasbana,Peronospora,62%,62%,73%,79%,76%,86%,68%
7.0,13108,VRSPG07,Pg - Nuovo Capannone Mossa,Oidium,33%,27%,28%,34%,32%,35%,47%
7.0,13108,VRSPG07,Pg - Nuovo Capannone Mossa,Peronospora,67%,73%,72%,66%,68%,65%,53%
7.0,13125,VRSMER01,Pg - Pezzo Grande Mossa,Oidium,31%,32%,19%,15%,17%,21%,29%
7.0,13125,VRSMER01,Pg - Pezzo Grande Mossa,Peronospora,69%,68%,81%,85%,83%,79%,71%
40.0,13136,CENCF01,Cf-Piano,Oidium,30%,29%,15%,9%,12%,17%,28%
40.0,13136,CENCF01,Cf-Piano,Peronospora,70%,71%,85%,91%,88%,83%,72%
40.0,13154,CENSV02,Sv-Piano1,Oidium,32%,29%,17%,8%,13%,17%,28%
40.0,13154,CENSV02,Sv-Piano1,Peronospora,68%,71%,83%,92%,87%,83%,72%
7.0,13161,VRSPG02,Sau - Pezzo Grande Mossa,Oidium,34%,32%,23%,13%,15%,19%,29%
7.0,13161,VRSPG02,Sau - Pezzo Grande Mossa,Peronospora,66%,68%,77%,87%,85%,81%,71%
40.0,13162,CENIM01,IncM-Piano,Oidium,32%,29%,17%,8%,13%,17%,28%
40.0,13162,CENIM01,IncM-Piano,Peronospora,68%,71%,83%,92%,87%,83%,72%
7.0,13180,VRSMR02,Mer - Mossa,Oidium,40%,36%,30%,33%,34%,35%,37%
7.0,13180,VRSMR02,Mer - Mossa,Peronospora,60%,64%,70%,67%,66%,65%,63%
7.0,13205,VRSPG01,Pg - Mossa,Oidium,36%,38%,30%,33%,35%,32%,36%
7.0,13205,VRSPG01,Pg - Mossa,Peronospora,64%,62%,70%,67%,65%,68%,64%
7.0,13220,VRSMR03,Mer - Vecchio Mossa,Oidium,35%,37%,31%,31%,35%,31%,35%
7.0,13220,VRSMR03,Mer - Vecchio Mossa,Peronospora,65%,63%,69%,69%,65%,69%,65%
7.0,13228,VRSCHA01,Cha - Vecchio Mossa,Oidium,35%,37%,29%,30%,35%,31%,35%
7.0,13228,VRSCHA01,Cha - Vecchio Mossa,Peronospora,65%,63%,71%,70%,65%,69%,65%
7.0,13246,VRSCS01,CabSau - Mossa,Oidium,25%,25%,32%,23%,33%,28%,25%
7.0,13246,VRSCS01,CabSau - Mossa,Peronospora,75%,75%,68%,77%,67%,72%,75%
7.0,13254,VRSRF01,Ref - Mossa 01,Oidium,41%,36%,37%,31%,32%,34%,44%
7.0,13254,VRSRF01,Ref - Mossa 01,Peronospora,59%,64%,63%,69%,68%,66%,56%
9.0,13274,VRSSCH01,Sch - Mossa,Oidium,40%,41%,36%,32%,30%,30%,42%
9.0,13274,VRSSCH01,Sch - Mossa,Peronospora,60%,59%,64%,68%,70%,70%,58%
9.0,13284,VRSPG05,Pg - Nuovo Mossa,Oidium,33%,38%,43%,43%,41%,37%,52%
9.0,13284,VRSPG05,Pg - Nuovo Mossa,Peronospora,67%,62%,57%,57%,59%,63%,48%
9.0,13321,VRSPG06,Pg - Collina Giasbana,Oidium,22%,26%,20%,26%,23%,16%,32%
9.0,13321,VRSPG06,Pg - Collina Giasbana,Peronospora,78%,74%,80%,74%,77%,84%,68%
9.0,13406,VRSSV02,Sau - Capannone Mossa,Oidium,35%,36%,48%,31%,28%,34%,30%
9.0,13406,VRSSV02,Sau - Capannone Mossa,Peronospora,65%,64%,52%,69%,72%,66%,70%
9.0,13428,VRSPG03,Ref - Mossa,Oidium,29%,31%,31%,33%,29%,30%,41%
9.0,13428,VRSPG03,Ref - Mossa,Peronospora,71%,69%,69%,67%,71%,70%,59%
9.0,13523,VRSFR03,ToFr - Barbais,Oidium,37%,44%,29%,25%,27%,32%,32%
9.0,13523,VRSFR03,ToFr - Barbais,Peronospora,63%,56%,71%,75%,73%,68%,68%
9.0,13621,VRSPG05,Pg - Capannone Mossa,Oidium,25%,28%,28%,29%,31%,42%,34%
9.0,13621,VRSPG05,Pg - Capannone Mossa,Peronospora,75%,72%,72%,71%,69%,58%,66%
40.0,13625,CENPG01,Pg - Piano,Oidium,22%,31%,27%,29%,30%,29%,39%
40.0,13625,CENPG01,Pg - Piano,Peronospora,78%,69%,73%,71%,70%,71%,61%
40.0,13636,COMSV02,Sau - Bondio,Oidium,43%,40%,37%,31%,39%,41%,27%
40.0,13636,COMSV02,Sau - Bondio,Peronospora,57%,60%,63%,69%,61%,59%,73%
9.0,13648,VRSMAL05,Mal-Barbais,Oidium,32%,22%,27%,31%,25%,35%,41%
9.0,13648,VRSMAL05,Mal-Barbais,Peronospora,68%,78%,73%,69%,75%,65%,59%
9.0,13670,VRSFR03,ToFr-Palazzo,Oidium,28%,29%,33%,34%,28%,27%,34%
9.0,13670,VRSFR03,ToFr-Palazzo,Peronospora,72%,71%,67%,66%,72%,73%,66%
9.0,13675,VRSCHA02,Ch-Palazzo,Oidium,34%,28%,29%,24%,26%,30%,50%
9.0,13675,VRSCHA02,Ch-Palazzo,Peronospora,66%,72%,71%,76%,74%,70%,50%
9.0,13676,VRSFR04,ToFr-Silvaner,Oidium,32%,23%,31%,31%,27%,31%,48%
9.0,13676,VRSFR04,ToFr-Silvaner,Peronospora,68%,77%,69%,69%,73%,69%,52%
9.0,13680,VRSMAL06,Mal-Palazzo,Oidium,30%,22%,27%,30%,27%,35%,44%
9.0,13680,VRSMAL06,Mal-Palazzo,Peronospora,70%,78%,73%,70%,73%,65%,56%
9.0,13681,VRSRB05,RibG - Barbais,Oidium,35%,21%,33%,33%,27%,31%,41%
9.0,13681,VRSRB05,RibG - Barbais,Peronospora,65%,79%,67%,67%,73%,69%,59%
1.0,13691,VRSPG06,Pg - Barbais,Oidium,35%,21%,22%,35%,27%,28%,44%
1.0,13691,VRSPG06,Pg - Barbais,Peronospora,65%,79%,78%,65%,73%,72%,56%
1.0,13692,VRSMER09,Mer-Piramide,Oidium,32%,15%,28%,28%,21%,26%,38%
1.0,13692,VRSMER09,Mer-Piramide,Peronospora,68%,85%,72%,72%,79%,74%,62%
1.0,13698,VRSCS04,Csv-Schioppetto,Oidium,32%,22%,29%,24%,26%,28%,39%
1.0,13698,VRSCS04,Csv-Schioppetto,Peronospora,68%,78%,71%,76%,74%,72%,61%
1.0,14248,VRSSV07,Sv-Mausoleo,Oidium,29%,26%,25%,22%,22%,24%,35%
1.0,14248,VRSSV07,Sv-Mausoleo,Peronospora,71%,74%,75%,78%,78%,76%,65%
1.0,15115,VRSSV09,Mer - Nuovo Mausoleo,Oidium,26%,26%,27%,23%,29%,35%,36%
1.0,15115,VRSSV09,Mer - Nuovo Mausoleo,Peronospora,74%,74%,73%,77%,71%,65%,64%
1.0,15185,VRSSV09,Cha - Silvaner,Oidium,31%,32%,27%,31%,33%,33%,32%
1.0,15185,VRSSV09,Cha - Silvaner,Peronospora,69%,68%,73%,69%,67%,67%,68%
1.0,15194,VRSCS05,CabSau - RUSSIZ,Oidium,18%,30%,19%,22%,33%,30%,36%
1.0,15194,VRSCS05,CabSau - RUSSIZ,Peronospora,82%,70%,81%,78%,67%,70%,64%
1.0,15199,VRSPB05,Cha - Pb Cantina Giasbana,Oidium,25%,25%,26%,24%,28%,36%,36%
1.0,15199,VRSPB05,Cha - Pb Cantina Giasbana,Peronospora,75%,75%,74%,76%,72%,64%,64%
1.0,15393,VRSSV10,Cha - Pb Schioppetto,Oidium,35%,41%,25%,24%,32%,17%,23%
1.0,15393,VRSSV10,Cha - Pb Schioppetto,Peronospora,65%,59%,75%,76%,68%,83%,77%
9.0,15408,VRSSV11,Sau - Schioppetto,Oidium,33%,39%,20%,17%,13%,12%,20%
9.0,15408,VRSSV11,Sau - Schioppetto,Peronospora,67%,61%,80%,83%,87%,88%,80%
9.0,15482,VRSSV12,Pg - Nini,Oidium,33%,34%,40%,38%,45%,46%,47%
9.0,15482,VRSSV12,Pg - Nini,Peronospora,67%,66%,60%,62%,55%,54%,53%
9.0,15494,VRSCHA05,Ch-Acquedotto,Oidium,28%,32%,40%,40%,41%,46%,44%
9.0,15494,VRSCHA05,Ch-Acquedotto,Peronospora,72%,68%,60%,60%,59%,54%,56%
9.0,15502,VRSFR06,ToFr - Vecchio barbais,Oidium,30%,25%,44%,41%,33%,39%,42%
9.0,15502,VRSFR06,ToFr - Vecchio barbais,Peronospora,70%,75%,56%,59%,67%,61%,58%
9.0,15516,VRSPN04,Sau - Sotto Acquedotto Schioppetto,Oidium,29%,28%,48%,43%,34%,41%,42%
9.0,15516,VRSPN04,Sau - Sotto Acquedotto Schioppetto,Peronospora,71%,72%,52%,57%,66%,59%,58%
9.0,15565,VRSFR08,ToFr-Anfiteatro,Oidium,27%,25%,41%,40%,34%,38%,46%
9.0,15565,VRSFR08,ToFr-Anfiteatro,Peronospora,73%,75%,59%,60%,66%,62%,54%
13.0,15617,GIGVER01,Ver-Storico,Oidium,42%,36%,35%,51%,46%,49%,40%
13.0,15617,GIGVER01,Ver-Storico,Peronospora,58%,64%,65%,49%,54%,51%,60%
9.0,15626,VRSSV12,Sau - Piramide,Oidium,36%,31%,28%,38%,39%,50%,46%
9.0,15626,VRSSV12,Sau - Piramide,Peronospora,64%,69%,72%,62%,61%,50%,54%
9.0,15637,VRSPN05,Pn-Piramide1,Oidium,41%,38%,31%,37%,48%,46%,41%
9.0,15637,VRSPN05,Pn-Piramide1,Peronospora,59%,62%,69%,63%,52%,54%,59%
40.0,15640,COMPING01,Pg - Bondio,Oidium,43%,44%,37%,42%,50%,49%,46%
40.0,15640,COMPING01,Pg - Bondio,Peronospora,57%,56%,63%,58%,50%,51%,54%
13.0,15641,GIGPING04,Pg-Baracca,Oidium,52%,40%,40%,45%,45%,60%,51%
13.0,15641,GIGPING04,Pg-Baracca,Peronospora,48%,60%,60%,55%,55%,40%,49%
9.0,15646,VRSFR10,ToFr-Piramide,Oidium,36%,31%,26%,26%,29%,40%,48%
9.0,15646,VRSFR10,ToFr-Piramide,Peronospora,64%,69%,74%,74%,71%,60%,52%
9.0,15654,VRSMR06,Mer-Mausoleo,Oidium,42%,43%,36%,49%,49%,47%,39%
9.0,15654,VRSMR06,Mer-Mausoleo,Peronospora,58%,57%,64%,51%,51%,53%,61%
9.0,15658,VRSFR12,ToFr-Piramide1,Oidium,33%,31%,29%,34%,38%,48%,48%
9.0,15658,VRSFR12,ToFr-Piramide1,Peronospora,67%,69%,71%,66%,62%,52%,52%
40.0,15699,COMMER01,Mer - Bondio,Oidium,33%,47%,34%,17%,28%,22%,28%
40.0,15699,COMMER01,Mer - Bondio,Peronospora,67%,53%,66%,83%,72%,78%,72%
9.0,15702,VRSSV13,Sv-Piramide1,Oidium,21%,20%,15%,20%,20%,22%,38%
9.0,15702,VRSSV13,Sv-Piramide1,Peronospora,79%,80%,85%,80%,80%,78%,62%
9.0,15707,VRSPG13,Pg - Vincenzo Mausoleo,Oidium,25%,27%,12%,18%,16%,15%,31%
9.0,15707,VRSPG13,Pg - Vincenzo Mausoleo,Peronospora,75%,73%,88%,82%,84%,85%,69%
9.0,15717,VRSRIB07,Rib-Tesa,Oidium,26%,29%,21%,29%,24%,16%,35%
9.0,15717,VRSRIB07,Rib-Tesa,Peronospora,74%,71%,79%,71%,76%,84%,65%
9.0,15718,VRSSV16,Sv-Silvaner,Oidium,21%,25%,15%,21%,22%,14%,31%
9.0,15718,VRSSV16,Sv-Silvaner,Peronospora,79%,75%,85%,79%,78%,86%,69%
9.0,15719,VRSFR12,ToFr-Piramide2,Oidium,25%,23%,17%,26%,21%,17%,35%
9.0,15719,VRSFR12,ToFr-Piramide2,Peronospora,75%,77%,83%,74%,79%,83%,65%
9.0,15727,VRSPB06,Pg - Silvaner,Oidium,17%,23%,18%,15%,22%,14%,26%
9.0,15727,VRSPB06,Pg - Silvaner,Peronospora,83%,77%,82%,85%,78%,86%,74%
9.0,15738,VRSPG14,Pg - Basso Giasbana,Oidium,32%,25%,27%,34%,37%,48%,45%
9.0,15738,VRSPG14,Pg - Basso Giasbana,Peronospora,68%,75%,73%,66%,63%,52%,55%
13.0,15746,GIGMER06,Mer-Baracca,Oidium,39%,35%,29%,31%,36%,50%,46%
13.0,15746,GIGMER06,Mer-Baracca,Peronospora,61%,65%,71%,69%,64%,50%,54%
13.0,15759,GIGREF03,Ref-Baracca,Oidium,33%,31%,29%,33%,38%,48%,48%
13.0,15759,GIGREF03,Ref-Baracca,Peronospora,67%,69%,71%,67%,62%,52%,52%
13.0,15767,GIGVER02,Ver-Baracca,Oidium,45%,34%,31%,31%,32%,43%,44%
13.0,15767,GIGVER02,Ver-Baracca,Peronospora,55%,66%,69%,69%,68%,57%,56%
13.0,15768,GIGPIC01,Pic-Baracca,Oidium,45%,34%,31%,30%,31%,42%,43%
13.0,15768,GIGPIC01,Pic-Baracca,Peronospora,55%,66%,69%,70%,69%,58%,57%
13.0,15779,GIGFRIU05,ToFr-Dietro Capannone,Oidium,31%,25%,27%,34%,36%,47%,44%
13.0,15779,GIGFRIU05,ToFr-Dietro Capannone,Peronospora,69%,75%,73%,66%,64%,53%,56%
9.0,15854,VRSMR07,Mer-Tesa,Oidium,26%,35%,36%,27%,30%,28%,26%
9.0,15854,VRSMR07,Mer-Tesa,Peronospora,74%,65%,64%,73%,70%,72%,74%
9.0,15943,VRSCS07,Csv-Tesa,Oidium,31%,37%,17%,12%,19%,15%,29%
9.0,15943,VRSCS07,Csv-Tesa,Peronospora,69%,63%,83%,88%,81%,85%,71%
9.0,15962,VRSSV17,Sv - Tesa,Oidium,28%,31%,38%,26%,23%,17%,25%
9.0,15962,VRSSV17,Sv - Tesa,Peronospora,72%,69%,62%,74%,77%,83%,75%
40.0,15968,COMSV03,Sv - Cacciatore,Oidium,21%,25%,27%,21%,20%,15%,23%
40.0,15968,COMSV03,Sv - Cacciatore,Peronospora,79%,75%,73%,79%,80%,85%,77%
41.0,15970,COMRIE01,Rie-Cacciatore,Oidium,21%,25%,27%,21%,20%,15%,23%
41.0,15970,COMRIE01,Rie-Cacciatore,Peronospora,79%,75%,73%,79%,80%,85%,77%
9.0,15972,VRSRIB14,Cha - Collina Alta Giasbana,Oidium,28%,32%,34%,25%,18%,17%,25%
9.0,15972,VRSRIB14,Cha - Collina Alta Giasbana,Peronospora,72%,68%,66%,75%,82%,83%,75%
9.0,15983,VRSSV18,Sv - Tesa R3,Oidium,26%,31%,32%,27%,21%,16%,25%
9.0,15983,VRSSV18,Sv - Tesa R3,Peronospora,74%,69%,68%,73%,79%,84%,75%
31.0,16026,GIGRIB01,RibG-Dietro Capannone,Oidium,38%,34%,34%,36%,43%,53%,54%
31.0,16026,GIGRIB01,RibG-Dietro Capannone,Peronospora,62%,66%,66%,64%,57%,47%,46%
41.0,16035,COMSV01,Sv-Sottocasa,Oidium,42%,37%,33%,37%,42%,50%,55%
41.0,16035,COMSV01,Sv-Sottocasa,Peronospora,58%,63%,67%,63%,58%,50%,45%
31.0,16193,GIGVER04,Ver-Lello,Oidium,41%,34%,33%,37%,42%,53%,52%
31.0,16193,GIGVER04,Ver-Lello,Peronospora,59%,66%,67%,63%,58%,47%,48%
31.0,16275,GIGFRI06,ToFr-Lello,Oidium,31%,25%,27%,35%,36%,48%,43%
31.0,16275,GIGFRI06,ToFr-Lello,Peronospora,69%,75%,73%,65%,64%,52%,57%
31.0,16279,GIGMER07,Mer-Lello,Oidium,27%,25%,30%,36%,35%,50%,50%
31.0,16279,GIGMER07,Mer-Lello,Peronospora,73%,75%,70%,64%,65%,50%,50%
31.0,16295,GIGFRI07,ToFr-Cava,Oidium,41%,38%,37%,37%,47%,44%,44%
31.0,16295,GIGFRI07,ToFr-Cava,Peronospora,59%,62%,63%,63%,53%,56%,56%
31.0,16519,GIGFRI07,ToFr-Muinie  (suora),Oidium,32%,27%,28%,35%,36%,48%,44%
31.0,16519,GIGFRI07,ToFr-Muinie  (suora),Peronospora,68%,73%,72%,65%,64%,52%,56%
31.0,16567,GIGFRI08,ToFr-Nevio,Oidium,37%,31%,30%,35%,42%,52%,46%
31.0,16567,GIGFRI08,ToFr-Nevio,Peronospora,63%,69%,70%,65%,58%,48%,54%
41.0,16595,COMPIG01,Pig-Sottocasa,Oidium,25%,34%,28%,25%,20%,16%,24%
41.0,16595,COMPIG01,Pig-Sottocasa,Peronospora,75%,66%,72%,75%,80%,84%,76%
31.0,16713,GIGCABF04,Cf-Nevio,Oidium,27%,23%,20%,30%,40%,42%,42%
31.0,16713,GIGCABF04,Cf-Nevio,Peronospora,73%,77%,80%,70%,60%,58%,58%
41.0,16716,COMMAL01,Mal - Sottocasa,Oidium,41%,32%,23%,43%,21%,10%,18%
41.0,16716,COMMAL01,Mal - Sottocasa,Peronospora,59%,68%,77%,57%,79%,90%,82%
41.0,16718,COMMER02,Mer - Sottocasa,Oidium,41%,31%,24%,44%,21%,10%,18%
41.0,16718,COMMER02,Mer - Sottocasa,Peronospora,59%,69%,76%,56%,79%,90%,82%
9.0,16722,VRSSV19,Sau - Georgie,Oidium,39%,36%,25%,41%,21%,12%,21%
9.0,16722,VRSSV19,Sau - Georgie,Peronospora,61%,64%,75%,59%,79%,88%,79%
41.0,16725,COMPIC01,Pic - 2014 Sottocasa,Oidium,40%,31%,24%,42%,21%,10%,19%
41.0,16725,COMPIC01,Pic - 2014 Sottocasa,Peronospora,60%,69%,76%,58%,79%,90%,81%
9.0,16740,VRSPG16,Pg - Georgie,Oidium,33%,41%,37%,35%,38%,37%,36%
9.0,16740,VRSPG16,Pg - Georgie,Peronospora,67%,59%,63%,65%,62%,63%,64%
31.0,16764,GIGMER07,Mer-NevioNuovo,Oidium,41%,33%,33%,36%,46%,41%,35%
31.0,16764,GIGMER07,Mer-NevioNuovo,Peronospora,59%,67%,67%,64%,54%,59%,65%
9.0,16841,RSSRB06,CabFranc - Innesti,Oidium,31%,35%,33%,46%,47%,44%,45%
9.0,16841,RSSRB06,CabFranc - Innesti,Peronospora,69%,65%,67%,54%,53%,56%,55%
9.0,16842,RSSPG23,Mer - Spessa,Oidium,30%,36%,36%,47%,45%,44%,43%
9.0,16842,RSSPG23,Mer - Spessa,Peronospora,70%,64%,64%,53%,55%,56%,57%
31.0,16857,GIGPINB06,Pb-NevioNuovo,Oidium,30%,37%,36%,33%,34%,34%,38%
31.0,16857,GIGPINB06,Pb-NevioNuovo,Peronospora,70%,63%,64%,67%,66%,66%,62%
31.0,16859,GIGFRI07,ToFr-NevioNuovo,Oidium,29%,36%,37%,31%,32%,34%,35%
31.0,16859,GIGFRI07,ToFr-NevioNuovo,Peronospora,71%,64%,63%,69%,68%,66%,65%
31.0,16862,GIGPING07,Pg-MoraroCimitero,Oidium,23%,30%,34%,31%,25%,29%,26%
31.0,16862,GIGPING07,Pg-MoraroCimitero,Peronospora,77%,70%,66%,69%,75%,71%,74%
31.0,16863,GIGSCH08,Sch-MoraroVecchio,Oidium,29%,30%,45%,37%,31%,34%,37%
31.0,16863,GIGSCH08,Sch-MoraroVecchio,Peronospora,71%,70%,55%,63%,69%,66%,63%
31.0,16870,GIGREF04,Ref-MoraroVecchio,Oidium,25%,37%,35%,32%,33%,39%,33%
31.0,16870,GIGREF04,Ref-MoraroVecchio,Peronospora,75%,63%,65%,68%,67%,61%,67%
31.0,16875,GIGCABF05,Cf-MoraroVecchio,Oidium,41%,35%,32%,35%,48%,44%,41%
31.0,16875,GIGCABF05,Cf-MoraroVecchio,Peronospora,59%,65%,68%,65%,52%,56%,59%
31.0,16877,GIGREF07,Ref-MoraroNuovo,Oidium,24%,29%,49%,55%,47%,48%,50%
31.0,16877,GIGREF07,Ref-MoraroNuovo,Peronospora,76%,71%,51%,45%,53%,52%,50%
31.0,16892,GIGSCH05,Sch-MoraroNuovo,Oidium,40%,36%,30%,33%,38%,51%,47%
31.0,16892,GIGSCH05,Sch-MoraroNuovo,Peronospora,60%,64%,70%,67%,62%,49%,53%
31.0,16914,GIGCABF07,Cf-Montanovo,Oidium,31%,39%,38%,34%,34%,35%,39%
31.0,16914,GIGCABF07,Cf-Montanovo,Peronospora,69%,61%,62%,66%,66%,65%,61%
31.0,16932,GIGFRI08,ToFr-Montanovo,Oidium,22%,33%,37%,31%,27%,34%,29%
31.0,16932,GIGFRI08,ToFr-Montanovo,Peronospora,78%,67%,63%,69%,73%,66%,71%
9.0,16941,RSSRIB07,Rib - SF Rudere,Oidium,37%,30%,22%,26%,26%,25%,28%
9.0,16941,RSSRIB07,Rib - SF Rudere,Peronospora,63%,70%,78%,74%,74%,75%,72%
40.0,16975,GIGPING07,Pg-Montanovo,Oidium,28%,37%,37%,31%,33%,35%,36%
40.0,16975,GIGPING07,Pg-Montanovo,Peronospora,72%,63%,63%,69%,67%,65%,64%
9.0,17009,RSSFR09,ToFr - SanFloriano Rudere Alto,Oidium,33%,21%,19%,22%,24%,26%,28%
9.0,17009,RSSFR09,ToFr - SanFloriano Rudere Alto,Peronospora,67%,79%,81%,78%,76%,74%,72%
