Ente,IdVigneto,Codice,NomeVigneto,Infection,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16
8.0,8841,GRAPG02,Pg - 2016 Pozzar,Oidium,26%,23%,29%,20%,20%,27%,19%
8.0,8841,GRAPG02,Pg - 2016 Pozzar,Peronospora,74%,77%,71%,80%,80%,73%,81%
8.0,8849,GRAPG03,Pg-Pozzar1,Oidium,27%,23%,30%,21%,21%,27%,19%
8.0,8849,GRAPG03,Pg-Pozzar1,Peronospora,73%,77%,70%,79%,79%,73%,81%
3.0,8850,VIARB02,Rib-Sotto cantina,Oidium,25%,30%,33%,27%,22%,29%,28%
3.0,8850,VIARB02,Rib-Sotto cantina,Peronospora,75%,70%,67%,73%,78%,71%,72%
8.0,8858,GRASV02,Sv-Lesta ,Oidium,40%,42%,46%,42%,44%,50%,42%
8.0,8858,GRASV02,Sv-Lesta ,Peronospora,60%,58%,54%,58%,56%,50%,58%
8.0,8864,GRAMER02,Mer-Danilo,Oidium,33%,30%,16%,26%,25%,31%,29%
8.0,8864,GRAMER02,Mer-Danilo,Peronospora,67%,70%,84%,74%,75%,69%,71%
8.0,8876,GRAPG03,Pg-NadPalaz,Oidium,27%,25%,31%,34%,41%,37%,38%
8.0,8876,GRAPG03,Pg-NadPalaz,Peronospora,73%,75%,69%,66%,59%,63%,62%
3.0,9192,VIAMR01,Mer-SottoCantina,Oidium,39%,33%,36%,41%,40%,47%,43%
3.0,9192,VIAMR01,Mer-SottoCantina,Peronospora,61%,67%,64%,59%,60%,53%,57%
3.0,9279,VIASV02,Sv-Piazzale,Oidium,33%,31%,20%,24%,28%,28%,27%
3.0,9279,VIASV02,Sv-Piazzale,Peronospora,67%,69%,80%,76%,72%,72%,73%
8.0,9550,GRACH04,Ch-nad palaz,Oidium,22%,25%,25%,23%,21%,30%,37%
8.0,9550,GRACH04,Ch-nad palaz,Peronospora,78%,75%,75%,77%,79%,70%,63%
3.0,9606,VIASV03,Sv-SottoPiazzale alto,Oidium,34%,27%,38%,45%,47%,40%,39%
3.0,9606,VIASV03,Sv-SottoPiazzale alto,Peronospora,66%,73%,62%,55%,53%,60%,61%
8.0,9616,GRASV04,Sv-Pod palaz,Oidium,36%,40%,18%,16%,24%,20%,27%
8.0,9616,GRASV04,Sv-Pod palaz,Peronospora,64%,60%,82%,84%,76%,80%,73%
3.0,9634,VIATF02,ToFr-SottoPiazzale,Oidium,46%,38%,38%,41%,42%,42%,38%
3.0,9634,VIATF02,ToFr-SottoPiazzale,Peronospora,54%,62%,62%,59%,58%,58%,62%
8.0,9751,GRAPG03,Rib-Saurin,Oidium,30%,19%,23%,23%,18%,21%,24%
8.0,9751,GRAPG03,Rib-Saurin,Peronospora,70%,81%,77%,77%,82%,79%,76%
3.0,9815,VIASV04,Sv-SottoPiazzale,Oidium,38%,35%,43%,47%,48%,42%,44%
3.0,9815,VIASV04,Sv-SottoPiazzale,Peronospora,62%,65%,57%,53%,52%,58%,56%
8.0,9816,GRAPG04,Pg-Dragiza,Oidium,36%,27%,32%,23%,34%,28%,50%
8.0,9816,GRAPG04,Pg-Dragiza,Peronospora,64%,73%,68%,77%,66%,72%,50%
3.0,9818,VIAPG03,Pg-SottoPiazzale,Oidium,27%,24%,25%,26%,35%,34%,30%
3.0,9818,VIAPG03,Pg-SottoPiazzale,Peronospora,73%,76%,75%,74%,65%,66%,70%
10.0,9844,GRASV05,Rib-Dragiza,Oidium,38%,35%,38%,46%,40%,50%,52%
10.0,9844,GRASV05,Rib-Dragiza,Peronospora,62%,65%,62%,54%,60%,50%,48%
10.0,9845,GRAMAL01,Pg-Maura sopra Mal ,Oidium,34%,19%,30%,27%,25%,25%,44%
10.0,9845,GRAMAL01,Pg-Maura sopra Mal ,Peronospora,66%,81%,70%,73%,75%,75%,56%
10.0,9846,GRAPG07,Pg-Maura,Oidium,38%,32%,44%,38%,38%,45%,54%
10.0,9846,GRAPG07,Pg-Maura,Peronospora,62%,68%,56%,62%,62%,55%,46%
44.0,9847,ERMPINB03,Pb-Mario,Oidium,46%,48%,42%,44%,48%,41%,38%
44.0,9847,ERMPINB03,Pb-Mario,Peronospora,54%,52%,58%,56%,52%,59%,62%
10.0,9848,GRAPG08,Pg-Elio,Oidium,42%,33%,35%,32%,21%,22%,27%
10.0,9848,GRAPG08,Pg-Elio,Peronospora,58%,67%,65%,68%,79%,78%,73%
10.0,9849,GRASV07,Sv-Nad boskom,Oidium,29%,32%,34%,38%,43%,45%,42%
10.0,9849,GRASV07,Sv-Nad boskom,Peronospora,71%,68%,66%,62%,57%,55%,58%
10.0,9850,GRAPG09,Pg-Scedina,Oidium,18%,13%,21%,16%,20%,27%,38%
10.0,9850,GRAPG09,Pg-Scedina,Peronospora,82%,87%,79%,84%,80%,73%,62%
10.0,9851,GRATR05,ToFr-Grdinca,Oidium,38%,40%,36%,37%,39%,34%,52%
10.0,9851,GRATR05,ToFr-Grdinca,Peronospora,62%,60%,64%,63%,61%,66%,48%
10.0,9852,GRAMAL03,Mal-Grdinca,Oidium,19%,20%,32%,27%,26%,37%,35%
10.0,9852,GRAMAL03,Mal-Grdinca,Peronospora,81%,80%,68%,73%,74%,63%,65%
10.0,9853,GRAMER03,Mer-Grdinca,Oidium,34%,47%,56%,46%,42%,44%,36%
10.0,9853,GRAMER03,Mer-Grdinca,Peronospora,66%,53%,44%,54%,58%,56%,64%
44.0,9854,ERMPIC01,Pic-Mario,Oidium,41%,45%,51%,28%,34%,38%,32%
44.0,9854,ERMPIC01,Pic-Mario,Peronospora,59%,55%,49%,72%,66%,62%,68%
45.0,9855,ERMCABS08,Csv-Mario,Oidium,46%,48%,48%,43%,46%,47%,37%
45.0,9855,ERMCABS08,Csv-Mario,Peronospora,54%,52%,52%,57%,54%,53%,63%
10.0,9856,STUCH01,Ch-nuova,Oidium,29%,33%,39%,40%,38%,37%,32%
10.0,9856,STUCH01,Ch-nuova,Peronospora,71%,67%,61%,60%,62%,63%,68%
10.0,9857,STUCSV01,Csv-Russiz,Oidium,34%,46%,42%,38%,36%,31%,37%
10.0,9857,STUCSV01,Csv-Russiz,Peronospora,66%,54%,58%,62%,64%,69%,63%
10.0,9858,STURIB01,Rib - Russiz Bosco,Oidium,34%,35%,28%,20%,13%,18%,23%
10.0,9858,STURIB01,Rib - Russiz Bosco,Peronospora,66%,65%,72%,80%,87%,82%,77%
3.0,9860,VIAREF01,Ref-SottoPiazzale,Oidium,64%,63%,52%,54%,52%,51%,58%
3.0,9860,VIAREF01,Ref-SottoPiazzale,Peronospora,36%,37%,48%,46%,48%,49%,42%
-1.0,9861,VDC,>> Vigneto da codificare,Oidium,60%,57%,61%,68%,59%,59%,58%
-1.0,9861,VDC,>> Vigneto da codificare,Peronospora,40%,43%,39%,32%,41%,41%,42%
10.0,9862,STUCF01,Cf-Russiz,Oidium,61%,56%,51%,60%,54%,49%,54%
10.0,9862,STUCF01,Cf-Russiz,Peronospora,39%,44%,49%,40%,46%,51%,46%
10.0,9863,STUTRA01,Tra - Russiz,Oidium,29%,36%,40%,40%,37%,39%,35%
10.0,9863,STUTRA01,Tra - Russiz,Peronospora,71%,64%,60%,60%,63%,61%,65%
10.0,9864,STUCAR01,Car-Russiz,Oidium,33%,31%,38%,37%,36%,40%,43%
10.0,9864,STUCAR01,Car-Russiz,Peronospora,67%,69%,62%,63%,64%,60%,57%
3.0,9911,VIAPG04,Pg-SottoPiazzale,Oidium,37%,33%,32%,40%,48%,35%,38%
3.0,9911,VIAPG04,Pg-SottoPiazzale,Peronospora,63%,67%,68%,60%,52%,65%,62%
10.0,9915,STUPG02,Pg - Russiz,Oidium,30%,32%,47%,44%,42%,39%,52%
10.0,9915,STUPG02,Pg - Russiz,Peronospora,70%,68%,53%,56%,58%,61%,48%
10.0,9942,STUSV01,Sv-Russiz,Oidium,38%,43%,21%,19%,22%,15%,28%
10.0,9942,STUSV01,Sv-Russiz,Peronospora,62%,57%,79%,81%,78%,85%,72%
10.0,9945,STUPG03,Pg - Russiz Bosco,Oidium,30%,20%,27%,26%,26%,25%,50%
10.0,9945,STUPG03,Pg - Russiz Bosco,Peronospora,70%,80%,73%,74%,74%,75%,50%
10.0,9946,STUSV02,Sv - Russiz Pioppi na,Oidium,31%,36%,35%,38%,44%,43%,43%
10.0,9946,STUSV02,Sv - Russiz Pioppi na,Peronospora,69%,64%,65%,62%,56%,57%,57%
10.0,9947,STUPG02,Pg-Oblim,Oidium,46%,39%,33%,39%,42%,47%,44%
10.0,9947,STUPG02,Pg-Oblim,Peronospora,54%,61%,67%,61%,58%,53%,56%
10.0,9949,STUCH02,Ch-campolungo,Oidium,33%,17%,28%,26%,20%,25%,39%
10.0,9949,STUCH02,Ch-campolungo,Peronospora,67%,83%,72%,74%,80%,75%,61%
10.0,9950,STUSV03,Sv-Campolungo,Oidium,42%,26%,33%,31%,40%,43%,53%
10.0,9950,STUSV03,Sv-Campolungo,Peronospora,58%,74%,67%,69%,60%,57%,47%
10.0,9951,STUTR01,ToFr-Skoncevo,Oidium,36%,37%,39%,36%,38%,34%,44%
10.0,9951,STUTR01,ToFr-Skoncevo,Peronospora,64%,63%,61%,64%,62%,66%,56%
10.0,9952,STUPG04,Pg-ColleDuga,Oidium,30%,30%,28%,27%,22%,19%,31%
10.0,9952,STUPG04,Pg-ColleDuga,Peronospora,70%,70%,72%,73%,78%,81%,69%
10.0,9953,STUMR02,Mer-Casarsa,Oidium,38%,29%,33%,27%,27%,30%,44%
10.0,9953,STUMR02,Mer-Casarsa,Peronospora,62%,71%,67%,73%,73%,70%,56%
10.0,9954,STUREF01,Ref-Casarsa,Oidium,18%,14%,19%,19%,15%,19%,29%
10.0,9954,STUREF01,Ref-Casarsa,Peronospora,82%,86%,81%,81%,85%,81%,71%
10.0,9955,STUMR01,Mer-Casa,Oidium,33%,40%,39%,40%,42%,39%,38%
10.0,9955,STUMR01,Mer-Casa,Peronospora,67%,60%,61%,60%,58%,61%,62%
10.0,9956,STUPET01,PetV-Casa,Oidium,30%,30%,28%,35%,37%,35%,44%
10.0,9956,STUPET01,PetV-Casa,Peronospora,70%,70%,72%,65%,63%,65%,56%
10.0,9957,STUSV04,Sv-Casa5,Oidium,39%,35%,38%,44%,40%,50%,52%
10.0,9957,STUSV04,Sv-Casa5,Peronospora,61%,65%,62%,56%,60%,50%,48%
10.0,9958,MAGSV05,Sv-5,Oidium,33%,23%,33%,23%,26%,27%,44%
10.0,9958,MAGSV05,Sv-5,Peronospora,67%,77%,67%,77%,74%,73%,56%
10.0,9959,MAGGLE13,Glera-13,Oidium,36%,26%,33%,25%,34%,27%,50%
10.0,9959,MAGGLE13,Glera-13,Peronospora,64%,74%,67%,75%,66%,73%,50%
10.0,9962,MAGGLE13,Glera-13_1,Oidium,29%,32%,44%,43%,51%,49%,40%
10.0,9962,MAGGLE13,Glera-13_1,Peronospora,71%,68%,56%,57%,49%,51%,60%
10.0,9964,MAGMER11,Mer-11,Oidium,37%,36%,37%,49%,39%,50%,51%
10.0,9964,MAGMER11,Mer-11,Peronospora,63%,64%,63%,51%,61%,50%,49%
10.0,9965,MAGGLE14,Glera-14,Oidium,38%,34%,39%,37%,37%,34%,43%
10.0,9965,MAGGLE14,Glera-14,Peronospora,62%,66%,61%,63%,63%,66%,57%
10.0,9968,MAGPG03,Pg-3,Oidium,36%,46%,54%,48%,43%,44%,41%
10.0,9968,MAGPG03,Pg-3,Peronospora,64%,54%,46%,52%,57%,56%,59%
10.0,9970,MAGSV05,Sv-5,Oidium,28%,11%,22%,14%,16%,17%,26%
10.0,9970,MAGSV05,Sv-5,Peronospora,72%,89%,78%,86%,84%,83%,74%
10.0,9971,MAGFR08,ToFr-8,Oidium,21%,30%,45%,36%,34%,36%,37%
10.0,9971,MAGFR08,ToFr-8,Peronospora,79%,70%,55%,64%,66%,64%,63%
10.0,9978,MAGVER09,Verduzzo,Oidium,29%,32%,44%,43%,51%,49%,40%
10.0,9978,MAGVER09,Verduzzo,Peronospora,71%,68%,56%,57%,49%,51%,60%
10.0,9980,MAGPG01,Pg-1,Oidium,38%,50%,59%,48%,45%,46%,38%
10.0,9980,MAGPG01,Pg-1,Peronospora,62%,50%,41%,52%,55%,54%,62%
10.0,9981,MAGPG02,Pg-2,Oidium,32%,24%,29%,23%,30%,24%,51%
10.0,9981,MAGPG02,Pg-2,Peronospora,68%,76%,71%,77%,70%,76%,49%
10.0,9983,MAGTR07,Tra-7,Oidium,37%,23%,35%,23%,32%,27%,51%
10.0,9983,MAGTR07,Tra-7,Peronospora,63%,77%,65%,77%,68%,73%,49%
10.0,9986,MAGSV06,Sv-6,Oidium,42%,33%,42%,42%,34%,39%,53%
10.0,9986,MAGSV06,Sv-6,Peronospora,58%,67%,58%,58%,66%,61%,47%
10.0,9987,MAGCH10,Ch-10,Oidium,33%,31%,38%,37%,36%,40%,43%
10.0,9987,MAGCH10,Ch-10,Peronospora,67%,69%,62%,63%,64%,60%,57%
10.0,9990,MAGCF12,Cf-12,Oidium,46%,40%,41%,42%,36%,42%,30%
10.0,9990,MAGCF12,Cf-12,Peronospora,54%,60%,59%,58%,64%,58%,70%
10.0,9992,MAGSV04,Sv-4,Oidium,37%,49%,58%,47%,46%,48%,40%
10.0,9992,MAGSV04,Sv-4,Peronospora,63%,51%,42%,53%,54%,52%,60%
10.0,9993,VISTMER01,Mer-Colombera,Oidium,26%,29%,31%,28%,27%,35%,28%
10.0,9993,VISTMER01,Mer-Colombera,Peronospora,74%,71%,69%,72%,73%,65%,72%
10.0,9994,VISTREB01,Rebo-2005,Oidium,37%,30%,36%,41%,28%,29%,33%
10.0,9994,VISTREB01,Rebo-2005,Peronospora,63%,70%,64%,59%,72%,71%,67%
10.0,9996,VISTRDPR01,RefDPR-2005,Oidium,32%,36%,35%,36%,42%,40%,43%
10.0,9996,VISTRDPR01,RefDPR-2005,Peronospora,68%,64%,65%,64%,58%,60%,57%
10.0,9997,VISTR01,ToFr-2005,Oidium,25%,32%,38%,35%,36%,42%,39%
10.0,9997,VISTR01,ToFr-2005,Peronospora,75%,68%,62%,65%,64%,58%,61%
11.0,9998,VISTMER01,Mer-1991,Oidium,29%,33%,33%,37%,48%,46%,43%
11.0,9998,VISTMER01,Mer-1991,Peronospora,71%,67%,67%,63%,52%,54%,57%
11.0,10000,VISTGLE01,Glera-Glera,Oidium,32%,19%,28%,17%,21%,23%,26%
11.0,10000,VISTGLE01,Glera-Glera,Peronospora,68%,81%,72%,83%,79%,77%,74%
11.0,10003,VISTMER02,Mer-1996,Oidium,30%,33%,37%,43%,37%,45%,44%
11.0,10003,VISTMER02,Mer-1996,Peronospora,70%,67%,63%,57%,63%,55%,56%
11.0,10005,VISTCF01,Cf-2001_sud,Oidium,30%,32%,32%,33%,41%,41%,45%
11.0,10005,VISTCF01,Cf-2001_sud,Peronospora,70%,68%,68%,67%,59%,59%,55%
11.0,10007,VISTMER03,Mer-2001_nord,Oidium,35%,30%,36%,40%,26%,27%,32%
11.0,10007,VISTMER03,Mer-2001_nord,Peronospora,65%,70%,64%,60%,74%,73%,68%
11.0,10009,VISTMER04,Mer-2000_sud,Oidium,36%,30%,37%,41%,28%,29%,33%
11.0,10009,VISTMER04,Mer-2000_sud,Peronospora,64%,70%,63%,59%,72%,71%,67%
11.0,10010,VISTMER05,Mer-2000_nord,Oidium,28%,29%,32%,30%,27%,23%,30%
11.0,10010,VISTMER05,Mer-2000_nord,Peronospora,72%,71%,68%,70%,73%,77%,70%
11.0,10012,VISTMER06,Mer1999_sud            ,Oidium,25%,21%,19%,23%,26%,30%,30%
11.0,10012,VISTMER06,Mer1999_sud            ,Peronospora,75%,79%,81%,77%,74%,70%,70%
11.0,10013,VISTMER07,Mer-1999 nord                 ,Oidium,38%,24%,30%,25%,34%,27%,50%
11.0,10013,VISTMER07,Mer-1999 nord                 ,Peronospora,62%,76%,70%,75%,66%,73%,50%
11.0,10017,VISTMER08,Mer- 1998_SUD,Oidium,45%,33%,42%,43%,37%,47%,55%
11.0,10017,VISTMER08,Mer- 1998_SUD,Peronospora,55%,67%,58%,57%,63%,53%,45%
11.0,10018,VISTMER09,Mer-1998_nord         ,Oidium,26%,16%,28%,28%,31%,23%,37%
11.0,10018,VISTMER09,Mer-1998_nord         ,Peronospora,74%,84%,72%,72%,69%,77%,63%
11.0,10032,VISTMER10,Mer-1997_B_Sud,Oidium,24%,20%,30%,21%,34%,32%,26%
11.0,10032,VISTMER10,Mer-1997_B_Sud,Peronospora,76%,80%,70%,79%,66%,68%,74%
11.0,10043,VISTMER11,Mer 1997_B_Nord    ,Oidium,42%,42%,24%,25%,30%,15%,27%
11.0,10043,VISTMER11,Mer 1997_B_Nord    ,Peronospora,58%,58%,76%,75%,70%,85%,73%
11.0,10052,VISTMER12,Mer_1997_A_sud,Oidium,30%,29%,24%,23%,25%,28%,32%
11.0,10052,VISTMER12,Mer_1997_A_sud,Peronospora,70%,71%,76%,77%,75%,72%,68%
45.0,10058,ERMREF01,Ref-Mario,Oidium,40%,29%,25%,23%,33%,38%,28%
45.0,10058,ERMREF01,Ref-Mario,Peronospora,60%,71%,75%,77%,67%,62%,72%
3.0,10063,VIACH01,Ch-Judrio,Oidium,39%,30%,22%,27%,24%,27%,28%
3.0,10063,VIACH01,Ch-Judrio,Peronospora,61%,70%,78%,73%,76%,73%,72%
11.0,10077,VISTMER13,Mer_1997_A_nord,Oidium,35%,36%,48%,45%,35%,43%,48%
11.0,10077,VISTMER13,Mer_1997_A_nord,Peronospora,65%,64%,52%,55%,65%,57%,52%
3.0,10182,VIAIM01,IncM-Judrio,Oidium,34%,25%,21%,21%,28%,27%,27%
3.0,10182,VIAIM01,IncM-Judrio,Peronospora,66%,75%,79%,79%,72%,73%,73%
3.0,10202,VIASCH01,Sch-Judrio,Oidium,33%,31%,15%,18%,17%,18%,25%
3.0,10202,VIASCH01,Sch-Judrio,Peronospora,67%,69%,85%,82%,83%,82%,75%
3.0,10223,VIAPIG01,Pig-Collina Alta,Oidium,30%,35%,28%,22%,21%,17%,32%
3.0,10223,VIAPIG01,Pig-Collina Alta,Peronospora,70%,65%,72%,78%,79%,83%,68%
11.0,10254,VISTANC02,ancellotta-2003,Oidium,39%,33%,31%,51%,41%,45%,39%
11.0,10254,VISTANC02,ancellotta-2003,Peronospora,61%,67%,69%,49%,59%,55%,61%
11.0,10255,VISCF02,Cf-2003,Oidium,34%,33%,38%,48%,52%,42%,42%
11.0,10255,VISCF02,Cf-2003,Peronospora,66%,67%,62%,52%,48%,58%,58%
11.0,10256,VISTRDPR02,Ref DPR-2003,Oidium,53%,43%,50%,54%,52%,52%,49%
11.0,10256,VISTRDPR02,Ref DPR-2003,Peronospora,47%,57%,50%,46%,48%,48%,51%
11.0,10257,VISTMER14,Mer-Ridiel,Oidium,20%,29%,36%,45%,48%,57%,54%
11.0,10257,VISTMER14,Mer-Ridiel,Peronospora,80%,71%,64%,55%,52%,43%,46%
11.0,10258,VISTTR02,ToFr-Tocai,Oidium,28%,44%,32%,30%,33%,31%,35%
11.0,10258,VISTTR02,ToFr-Tocai,Peronospora,72%,56%,68%,70%,67%,69%,65%
11.0,10259,PUISV01,Sau - Nuovo Romans,Oidium,37%,36%,47%,43%,35%,43%,44%
11.0,10259,PUISV01,Sau - Nuovo Romans,Peronospora,63%,64%,53%,57%,65%,57%,56%
11.0,10260,PUIPG02,Pg - Pali Cemento Romans,Oidium,44%,55%,53%,52%,46%,46%,38%
11.0,10260,PUIPG02,Pg - Pali Cemento Romans,Peronospora,56%,45%,47%,48%,54%,54%,62%
12.0,10261,PUIPN01,Pn - Vecchio Romans,Oidium,23%,19%,23%,18%,23%,20%,32%
12.0,10261,PUIPN01,Pn - Vecchio Romans,Peronospora,77%,81%,77%,82%,77%,80%,68%
12.0,10263,PUIPN03,Pn - Giovane Romans,Oidium,33%,30%,25%,47%,38%,42%,37%
12.0,10263,PUIPN03,Pn - Giovane Romans,Peronospora,67%,70%,75%,53%,62%,58%,63%
12.0,10264,PUIPG07,Pg-24File,Oidium,37%,31%,33%,41%,41%,45%,35%
12.0,10264,PUIPG07,Pg-24File,Peronospora,63%,69%,67%,59%,59%,55%,65%
12.0,10265,PUIPG09,Pg-30File,Oidium,21%,24%,18%,18%,20%,29%,33%
12.0,10265,PUIPG09,Pg-30File,Peronospora,79%,76%,82%,82%,80%,71%,67%
12.0,10266,PUICH02,Cha - Vecchio Romans,Oidium,28%,24%,28%,30%,35%,35%,32%
12.0,10266,PUICH02,Cha - Vecchio Romans,Peronospora,72%,76%,72%,70%,65%,65%,68%
12.0,10267,PUISV02,Sau - Vecchio Romans,Oidium,28%,32%,28%,37%,38%,39%,27%
12.0,10267,PUISV02,Sau - Vecchio Romans,Peronospora,72%,68%,72%,63%,62%,61%,73%
12.0,10268,PUITR01,TraAro-Romans,Oidium,43%,29%,29%,33%,34%,40%,34%
12.0,10268,PUITR01,TraAro-Romans,Peronospora,57%,71%,71%,67%,66%,60%,66%
12.0,10269,PUICH03,Cha - 2 ha Romans,Oidium,45%,41%,38%,48%,45%,55%,53%
12.0,10269,PUICH03,Cha - 2 ha Romans,Peronospora,55%,59%,62%,52%,55%,45%,47%
12.0,10270,PUITC03,ToFr - 2 ha Romans,Oidium,56%,56%,55%,56%,52%,52%,50%
12.0,10270,PUITC03,ToFr - 2 ha Romans,Peronospora,44%,44%,45%,44%,48%,48%,50%
12.0,10271,PUIPG10,Pg-22File,Oidium,38%,42%,41%,41%,38%,38%,40%
12.0,10271,PUIPG10,Pg-22File,Peronospora,62%,58%,59%,59%,62%,62%,60%
12.0,10272,PUIPG11,Pg-39File,Oidium,20%,20%,17%,19%,29%,30%,33%
12.0,10272,PUIPG11,Pg-39File,Peronospora,80%,80%,83%,81%,71%,70%,67%
12.0,10273,PUICH04,Cha - Nuovo Romans,Oidium,24%,27%,36%,34%,33%,39%,50%
12.0,10273,PUICH04,Cha - Nuovo Romans,Peronospora,76%,73%,64%,66%,67%,61%,50%
12.0,10274,PUITC04,ToFr - Nuovo Romans,Oidium,34%,28%,31%,30%,33%,39%,37%
12.0,10274,PUITC04,ToFr - Nuovo Romans,Peronospora,66%,72%,69%,70%,67%,61%,63%
12.0,10275,PUIRB02,RibRomans,Oidium,25%,26%,20%,24%,22%,14%,32%
12.0,10275,PUIRB02,RibRomans,Peronospora,75%,74%,80%,76%,78%,86%,68%
12.0,10276,GIGSV01,Sv-Rovere,Oidium,26%,26%,4%,18%,22%,20%,22%
12.0,10276,GIGSV01,Sv-Rovere,Peronospora,74%,74%,96%,82%,78%,80%,78%
12.0,10277,GIGCABF03,Cf-Rovere,Oidium,20%,39%,40%,41%,38%,42%,45%
12.0,10277,GIGCABF03,Cf-Rovere,Peronospora,80%,61%,60%,59%,62%,58%,55%
13.0,10278,GIGSV02,Sv-Magnan,Oidium,29%,23%,23%,25%,24%,24%,26%
13.0,10278,GIGSV02,Sv-Magnan,Peronospora,71%,77%,77%,75%,76%,76%,74%
40.0,10279,CENMR02,Mer-Ritocchino,Oidium,70%,65%,63%,63%,72%,64%,68%
40.0,10279,CENMR02,Mer-Ritocchino,Peronospora,30%,35%,37%,37%,28%,36%,32%
40.0,10280,CENSCH02,Sch-Ritocchino,Oidium,67%,70%,69%,69%,68%,67%,69%
40.0,10280,CENSCH02,Sch-Ritocchino,Peronospora,33%,30%,31%,31%,32%,33%,31%
13.0,10281,GIGCABF02,Cf-Magnan1,Oidium,33%,41%,38%,37%,48%,50%,39%
13.0,10281,GIGCABF02,Cf-Magnan1,Peronospora,67%,59%,62%,63%,52%,50%,61%
13.0,10282,GIGPING01,Pg-Magnan,Oidium,29%,30%,27%,22%,31%,25%,25%
13.0,10282,GIGPING01,Pg-Magnan,Peronospora,71%,70%,73%,78%,69%,75%,75%
13.0,10283,GIGSV03,Sv-Sottostrada,Oidium,27%,23%,20%,19%,21%,20%,17%
13.0,10283,GIGSV03,Sv-Sottostrada,Peronospora,73%,77%,80%,81%,79%,80%,83%
13.0,10284,GIGPING01,Pg-Sottostrada,Oidium,14%,17%,15%,12%,20%,14%,15%
13.0,10284,GIGPING01,Pg-Sottostrada,Peronospora,86%,83%,85%,88%,80%,86%,85%
13.0,10285,GIGMER04,Mer-Sottostrada,Oidium,34%,30%,22%,17%,26%,27%,20%
13.0,10285,GIGMER04,Mer-Sottostrada,Peronospora,66%,70%,78%,83%,74%,73%,80%
40.0,10286,CENRF02,Ref-Ritocchino,Oidium,69%,72%,70%,72%,70%,70%,76%
40.0,10286,CENRF02,Ref-Ritocchino,Peronospora,31%,28%,30%,28%,30%,30%,24%
13.0,10287,GIGFRI05,ToFr-Sottostrada,Oidium,22%,26%,32%,21%,17%,22%,25%
13.0,10287,GIGFRI05,ToFr-Sottostrada,Peronospora,78%,74%,68%,79%,83%,78%,75%
13.0,10288,GIGCHA01,Ch-Quadrel,Oidium,31%,26%,23%,30%,35%,34%,35%
13.0,10288,GIGCHA01,Ch-Quadrel,Peronospora,69%,74%,77%,70%,65%,66%,65%
13.0,10289,GIGCHA02,Ch-Diga,Oidium,31%,31%,20%,13%,17%,19%,30%
13.0,10289,GIGCHA02,Ch-Diga,Peronospora,69%,69%,80%,87%,83%,81%,70%
13.0,10290,GIGREF01,Ref-Diga,Oidium,35%,35%,24%,26%,19%,13%,35%
13.0,10290,GIGREF01,Ref-Diga,Peronospora,65%,65%,76%,74%,81%,87%,65%
3.0,10297,VIATAZ01,Taz-Judrio,Oidium,39%,34%,27%,35%,39%,41%,38%
3.0,10297,VIATAZ01,Taz-Judrio,Peronospora,61%,66%,73%,65%,61%,59%,62%
3.0,11290,VIAOSE01,Ose-Judrio,Oidium,30%,29%,25%,21%,19%,27%,27%
3.0,11290,VIAOSE01,Ose-Judrio,Peronospora,70%,71%,75%,79%,81%,73%,73%
3.0,11316,VIAMR02,Mer-Judrio,Oidium,30%,31%,22%,21%,16%,26%,28%
3.0,11316,VIAMR02,Mer-Judrio,Peronospora,70%,69%,78%,79%,84%,74%,72%
3.0,11489,VIACF01,Cf-Judrio,Oidium,48%,38%,23%,29%,34%,34%,36%
3.0,11489,VIACF01,Cf-Judrio,Peronospora,52%,62%,77%,71%,66%,66%,64%
3.0,11492,VIACSV01,Csv-Judrio,Oidium,48%,38%,23%,29%,34%,34%,36%
3.0,11492,VIACSV01,Csv-Judrio,Peronospora,52%,62%,77%,71%,66%,66%,64%
3.0,11505,VIACB01,Cabernet-Judrio,Oidium,37%,33%,29%,27%,33%,40%,34%
3.0,11505,VIACB01,Cabernet-Judrio,Peronospora,63%,67%,71%,73%,67%,60%,66%
3.0,11506,BGTPG01,Pg-SanQuirino,Oidium,35%,37%,30%,31%,35%,39%,41%
3.0,11506,BGTPG01,Pg-SanQuirino,Peronospora,65%,63%,70%,69%,65%,61%,59%
3.0,11511,BGTRB01,RibG-Pradis,Oidium,27%,27%,22%,18%,27%,31%,32%
3.0,11511,BGTRB01,RibG-Pradis,Peronospora,73%,73%,78%,82%,73%,69%,68%
3.0,11561,BGTTC02,ToFr-Preval,Oidium,33%,31%,17%,27%,26%,32%,30%
3.0,11561,BGTTC02,ToFr-Preval,Peronospora,67%,69%,83%,73%,74%,68%,70%
3.0,11583,SRESV03,Sau - Broili MolinNuovo,Oidium,26%,28%,32%,38%,35%,46%,40%
3.0,11583,SRESV03,Sau - Broili MolinNuovo,Peronospora,74%,72%,68%,62%,65%,54%,60%
13.0,11645,GIGSV04,Sv-Diga,Oidium,35%,31%,37%,42%,49%,41%,43%
13.0,11645,GIGSV04,Sv-Diga,Peronospora,65%,69%,63%,58%,51%,59%,57%
3.0,11711,SREPG02,Pg - Broili MolinNuovo ,Oidium,27%,24%,21%,22%,21%,19%,34%
